title,url,ratings,rated,reviews,description,subjects,institutions,instructors,Basic Info,Commitment,Hardware Req,Language,Level,scrape_date
Keeping up with Change: Issues for the Finance Professional,https://www.coursera.org/learn/change-for-the-finance-professional,189.0,4.7,54.0,"This MOOC identifies and explores a number of challenges to the finance professional arising from the ever changing business environment. Increasingly, financial decisions must take account of strategic consequences. 

The first module, Exploring Strategic Position, Choice and Action helps in doing that – setting a strategic context for planning for, monitoring and controlling projects and activities. An on-going set of challenges is found in the evolution of International Reporting Standards. 

The second module focuses on some recent changes in Standards, identifying the drivers for changes, and examining evolution in controversial areas such as leasing and goodwill. 

The third and final module, Corporate Governance, examines issues which are causing people to re-assess the nature, purpose and scope of corporate governance, and challenges to making governance function effectively. Key issues here are the move to include a broader range of stakeholders, the perennial challenge of agency theory issues, shareholder activism, changing Board structures, and challenges to internal control to better manage risk. 

This MOOC will be right for you if you are interested in engaging with some of the challenges facing finance professionals, even if you are not one yourself. If you are thinking about returning to study this will provide a taster of academic endeavours through reading articles, critiquing ideas, and blending theory with reality","['Home', 'Business', 'Finance']",Created by:  University of London,"['Taught by:\xa0\xa0Dr Sarah Warnes, Teaching Fellow', 'Taught by:\xa0\xa0Dr Alan Parkinson, Deputy Director (Education), School of Management', 'Taught by:\xa0\xa0Mr Suman Saha, Visiting Academic ']",,"6 weeks of study, 4-5 hours/week",,English,,2018-05-30
Setting Expectations & Assessing Performance Issues,https://www.coursera.org/learn/coaching-expectations-performance,189.0,4.7,42.0,"If you don’t know where you are going, any road will take you there. One of the most important roles of a manager is to ensure everyone knows the destination. The most effective managers set expectations and assess their employees’ performance against those expectations, and take a coaching approach to helping them get to the destination. That’s exactly what you’ll learn to do in this course!

You will explore how to collaboratively develop expectations with those you lead. When you encounter expectations that are not being met, you’ll learn how to use ""Coaching Algebra"" to determine the underlying issues that are impeding performance, and how to respond as a manger-coach.  

We look forward to you joining us as we explore these essential coaching topics!","['Home', 'Business', 'Leadership and Management']","Created by:  University of California, Davis","['Taught by:\xa0\xa0Kris Plachy, CEO and Founder & Instructor']",Course 2 of 4 in the Coaching Skills for Managers Specialization ,,,English,,2018-05-30
Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,https://www.coursera.org/learn/managerial-accounting-business-decisions,189.0,4.7,28.0,"In this course, you will explore how to use accounting to allocate resources and incentivize manager and employee behaviors in using these resources. You will also learn how financial and non-financial accounting information facilitates strategic performance measurement and how to integrate this information to continuously improve strategy.

Upon successful completion of this course, you will be able to:
•	Understand the role of managerial accounting information in common business decisions
•	Differentiate relevant and irrelevant information
•	Avoid common pitfalls in business decisions
•	Prepare a master budget and its key components
•	Describe the iterative and interrelated nature of budgeting
•	Evaluate capital investments via a variety of measures
•	Understand how upper management uses variance analysis
•	Calculate, interpret, and investigate variances
•	Understand decentralization and its advantages and disadvantages
•	Compute and interpret financial performance measures
•	Communicate the role of non-financial measures and strategic performance measurement systems
•	Identify issues associated with performance measurement and incentives
•	Understand the nature and role of subjective performance evaluation

This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.","['Home', 'Business', 'Finance']",Created by:  University of Illinois at Urbana-Champaign,"['Taught by:\xa0\xa0Gary Hecht, Ph.D., Associate Professor of Accountancy']",Course 2 of 7 in the Value Chain Management Specialization ,"4 weeks of study, 6-8 hours/week",,English,,2018-05-30
Command Line Tools for Genomic Data Science,https://www.coursera.org/learn/genomic-tools,188.0,4.2,52.0,"Introduces to the commands that you need to manage and analyze directories, files, and large sets of genomic data. This is the fourth course in the Genomic Big Data Science Specialization from Johns Hopkins University.","['Home', 'Data Science', 'Data Analysis']",Created by:  Johns Hopkins University,"['Taught by:\xa0\xa0Liliana Florea, PhD, Assistant Professor']",Course 5 of 8 in the Genomic Data Science Specialization ,,,English,,2018-05-30
Initiation à la programmation (en C++),https://www.coursera.org/learn/initiation-programmation-cpp,187.0,4.8,57.0,"Ce cours initie aux bases de la programmation en utilisant le langage C++ : variables, boucles, fonctions, ...
Il ne présuppose pas de connaissance préalable. Les aspects plus avancés (programmation orientée objet) sont donnés dans un cours suivant, «Introduction à la programmation orientée objet (en C++)». 
Il s'appuie  sur de nombreux éléments pédagogiques : vidéos sous-titrées, quizz dans et hors vidéos, exercices, devoirs notés automatiquement, notes de cours.","['Home', 'Computer Science', 'Software Development']",Created by:  École Polytechnique Fédérale de Lausanne,"['Taught by:\xa0\xa0Jean-Cédric Chappelier, Dr.', 'Taught by:\xa0\xa0Jamila Sam, Dr']",,"8 semaines de cours, 4-6 heures/semaine",,"French, Subtitles: English",Beginner,2018-05-30
Programming for the Internet of Things Project,https://www.coursera.org/learn/internet-of-things-project,186.0,4.6,23.0,"In this Capstone course, you will design a microcontroller-based embedded system. As an option, you can also build and test a system. The focus of your project will be to design the system so that it can be built on a low-cost budget for a real-world application. To complete this project you'll need to use all the skills you've learned in the course (programming microcontrollers, system design, interfacing, etc.). The project will include some core requirements, but leave room for your creativity in how you approach the project. In the end, you will produce a unique final project, suitable for showcasing to future potential employers.  

Note that for the three required assignments you do NOT need to purchase software and hardware to complete this course. There is an optional fourth assignment for students who wish to build and demonstrate their system using an Arduino or Raspberry Pi. Please also note that this course does not include discussion forums.

Upon completing this course, you will be able to:
1.       Write a requirements specification document
2.       Create a system-level design
3.       Explore design options
4.       Create a test plan","['Home', 'Physical Science and Engineering', 'Electrical Engineering']","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Ian Harris, Professor']",Course 6 of 6 in the An Introduction to Programming the Internet of Things (IOT) Specialization ,"4 weeks of study, 2-3 hours/week",,English,,2018-05-30
AIDS: Fear and Hope,https://www.coursera.org/learn/aids-fear-hope,185.0,4.8,50.0,"The basic biology of the virus, HIV, and the disease it causes, AIDS.  The economic, social and political factors that determine who gets sick and who remains healthy, who lives and who dies.  The progress of scientific research and medical treatments.  The reasons for hope; the reasons for fear.  (To get a glimpse of some of the materials that students have been posting on the course forums, go to @AIDSFAH or #AIDSFAH.)","['Home', 'Life Sciences', 'Medicine and Healthcare']",Created by:  University of Michigan,"['Taught by:\xa0\xa0Richard Meisler, Ph.D., Lecturer']",,2-4 hours/week,,English,,2018-05-30
User Research and Design,https://www.coursera.org/learn/design-research,185.0,4.7,30.0,"In this course you will learn and practice techniques of user research and early UI design exploration.  First, you will learn and practice several techniques for user research, including in-person research and survey and log-analysis techniques.  Then, you will learn to analyze and deliver user research in forms that support UI design, including personas, use cases, tasks, and scenarios.  Finally, you will learn and practice ideation techniques that start from user research and broadly generate potential design ideas.","['Home', 'Computer Science', 'Design and Product']",Created by:  University of Minnesota,"['Taught by:\xa0\xa0Loren Terveen, Professor', 'Taught by:\xa0\xa0Haiyi Zhu, Assistant Professor', 'Taught by:\xa0\xa0Lana Yarosh, Assistant Professor', 'Taught by:\xa0\xa0Dr. Brent Hecht, Assistant Professor', 'Taught by:\xa0\xa0Joseph A Konstan, Distinguished McKnight Professor and Distinguished University Teaching Professor']",Course 2 of 5 in the User Interface Design Specialization ,,,English,,2018-05-30
Python Data Representations,https://www.coursera.org/learn/python-representation,185.0,4.7,27.0,"This course will continue the introduction to Python programming that started with Python Programming Essentials.  We'll learn about different data representations, including strings, lists, and tuples, that form the core of all Python programs.  We will also teach you how to access files, which will allow you to store and retrieve data within your programs. These concepts and skills will help you to manipulate data and write more complex Python programs.

By the end of the course, you will be able to write Python programs that can manipulate data stored in files.  This will extend your Python programming expertise, enabling you to write a wide range of scripts using Python

This course uses Python 3.  While most Python programs continue to use Python 2, Python 3 is the future of the Python programming language. This course introduces basic desktop Python development environments, allowing you to run Python programs directly on your computer. This choice enables a smooth transition from online development environments.","['Home', 'Computer Science', 'Software Development']",Created by:  Rice University,"['Taught by:\xa0\xa0Scott Rixner, Professor', 'Taught by:\xa0\xa0Joe Warren, Professor']",Course 2 of 4 in the Introduction to Scripting in Python Specialization ,This is a four week class with an expected workload of 5-7 hours per week.,,"English, Subtitles: Vietnamese",Beginner,2018-05-30
Data Communications and Network Services,https://www.coursera.org/learn/data-communication-network-services,185.0,4.7,28.0,"Welcome to the third of five courses in the Cisco Networking Basics Specialization.

Now that you know the basics of what an network is and how the devices on a network communicate with each other, it is time to explore the network further.   In this course, you will learn the benefits and limitations of the IPv4 addressing system and why NAT and IPv6 were implemented to address the limitations. You will also explore common network services and protocols such as email, web services, instant messaging, DNS, HTTP, HTML, SMTP, Telnet, and SSH.

At the end of this course, you will be able to:

1. Describe the role of network services including DHCP and DNS.
2. Use Cisco Packet Tracer to configure a router to perform DHCP services for a LAN. 
3. Explain use of IPv4 private addresses with NAT.
4. Compare TCP and UDP protocol operations for efficiency and reliability.
5. Describe the network services and applications for file transfer, web access, email, remote access and instant messaging.
6. Observe how web requests are processed by the web client and the server.
7. Use various tools to verify network operations.","['Home', 'Information Technology', 'Networking']",Created by:  Cisco,"['Taught by:\xa0\xa0Telethia Willis, Cisco Networking Learning & Development']",Course 3 of 5 in the Cisco Networking Basics Specialization ,The estimated workload is 4 weeks. Each week has approximately 2.5 - 4 hours worth of content.,A Windows 10 machine with Internet access and the simulation tool Cisco Packet Tracer ,English,Beginner,2018-05-30
Cracking the Creativity Code: Discovering Ideas,https://www.coursera.org/learn/startup-entrepreneurship-discovering-ideas,185.0,4.3,55.0,"Skill at discovering new ideas, and delivering them, may be one of the most important practical job skills, in today’s and tomorrow’s job market. Creativity is an acquired skill, one that improves with practice. This course aims to empower individuals who believe they have lost their innate creativity, because they, their employers or teachers prefer the three R's: replication, repetition and rote, to innovation. We show how to re-ignite rusty creative powers. 

During this course, you will learn proven tools, frameworks and concepts useful for discovery– generating an endless stream of new ideas implementing at least some of those ideas with skill and persistence, based on books and articles written by the instructors. 

In the first part of the course, you will learn a proven structured method for generating and implementing world-changing ideas known as ‘Zoom in, Zoom out, Zoom in’  that makes creativity more accessible to everyone. In the following weeks, you will learn practical proven tools useful for delivering ideas by employing the basic principles of business and management. You will practice the method, use it to tackle challenging real-world needs and produce a 2-3 minutes video presenting your idea.

Course Learning Outcomes

On successfully completing this four-week course, you will be able to:
- Manage a process to generate an unending stream of creative ideas
- Lead a process of innovation and implement ideas through all phases from discovery to delivery.
- Apply creativity to a wide range of strategic management issues.
- Solve problems with a high degree of innovation, creative thinking and risk taking.
- Use and apply proven structured method for generating and implementing world-changing ideas known as ‘Zoom in, Zoom out, Zoom in’.
- Develop and implement an innovation in your own practice.
- Identify new and unfamiliar challenges and reflect on these challenges from a creative point of view, action they require and service they provide.
- Demonstrate creative problem solving skills for defining, structuring and solving real world operations management problems.","['Home', 'Business', 'Entrepreneurship']",Created by:  Technion - Israel Institute of Technology,"['Taught by:\xa0\xa0Prof. (Emeritus) Shlomo Maital, Prof. Shlomo Maital Sr. Research Fellow, S. Neaman Institute, Technion']",Course 1 of 4 in the Startup Entrepreneurship Specialization ,,,"English, Subtitles: Chinese (Traditional)",,2018-05-30
Trading Algorithms,https://www.coursera.org/learn/trading-algorithm,185.0,4.6,31.0,"This course covers two of the seven trading strategies that work in emerging markets. The seven  include strategies based on momentum, momentum crashes, price reversal, persistence of earnings, quality of earnings, underlying business growth, behavioral biases and textual analysis of business reports about the company.

In the first part of the course, you will learn how to read an academic paper. What parts to pay attention to and what parts to skim through will be discussed here. For every strategy, first you will be introduced to the original research and then how to implement the strategy.

The first strategy, Piotroski F -score will be discussed in detail. You will be taught how to calculate the F - Score and how to use this score in a strategy. This is followed by the next strategy, Post earnings announcement drift (PEAD).","['Home', 'Business', 'Finance']",Created by:  Indian School of Business,"['Taught by:\xa0\xa0Prasanna Tantri, Senior Associate Director']",Course 2 of 5 in the Trading Strategies in Emerging Markets Specialization ,The estimated workload for this course is 4 to 5 hours per week,,English,Intermediate,2018-05-30
Positive Psychology Specialization Project: Design Your Life for Well-being,https://www.coursera.org/learn/positive-psychology-project,185.0,4.7,50.0,"You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four courses of the Specialization. In this final project, you evaluate the efficacy of a positive intervention based on subjective and objective measures. Then, you compare how empirical and non-empirically-based positive interventions can be applied to influence a person's wellbeing. Lastly, you reflect on how the fundamental elements of research methods are important in the everyday application of positive psychology.

After completing all five courses, learners earn a certificate signed by Dr. Martin E.P. Seligman, Dr. James Pawelski, Dr. Angela Duckworth, Dr. Claire Robertson-Kraft and Dr. Karen Reivich.","['Home', 'Social Sciences', 'Psychology']",Created by:  University of Pennsylvania,"['Taught by:\xa0\xa0Martin E.P. Seligman, Ph.D., Zellerbach Family Professor of Psychology & Director, Positive Psychology Center ']",Course 5 of 5 in the Foundations of Positive Psychology  Specialization ,"4 weeks of study, 2-5 hours per week.",,English,,2018-05-30
Advanced Algorithms and Complexity,https://www.coursera.org/learn/advanced-algorithms-and-complexity,184.0,4.5,39.0,"You've learned the basic algorithms now and are ready to step into the area of more complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more typical applications such as optimal matchings, finding disjoint paths and flight scheduling as well as more surprising ones like image segmentation in computer vision. We then proceed to linear programming with applications in optimizing budget allocation, portfolio optimization, finding the cheapest diet satisfying all requirements and many others. Next we discuss inherently hard problems for which no exact good solutions are known (and not likely to be found) and how to solve them in practice. We finish with a soft introduction to streaming algorithms that are heavily used in Big Data processing. Such algorithms are usually designed to be able to process huge datasets without being able even to store a dataset.","['Home', 'Computer Science', 'Algorithms']","Created by:  University of California San Diego, National Research University Higher School of Economics","['Taught by:\xa0\xa0Alexander S. Kulikov, Visiting Professor', 'Taught by:\xa0\xa0Michael Levin, Lecturer', 'Taught by:\xa0\xa0Daniel M Kane, Assistant Professor', 'Taught by:\xa0\xa0Neil Rhodes, Adjunct Faculty']",Course 5 of 6 in the Data Structures and Algorithms Specialization ,"4 weeks of study, 4-8 hours/week",,English,Advanced,2018-05-30
Digital Transformations,https://www.coursera.org/learn/digital-transformations,183.0,4.7,61.0,"Information Technology (IT) is fast changing the world around us. This course will provide you an understanding of IT-enabled changes in the business environment, and how insightful executives leverage IT to create value and win competitive battles. The course is divided into three parts – the first part of the course focuses on the industry impacts of technological innovation. Here, we will explore competition and business models in the high-tech industry, using examples of companies like Google, Apple and Facebook. We will also explore competitive dynamics of industries that consume significant technology with emphasis on how technology has disrupted industries such as music, media and education. The second part of the course focuses on how IT transforms cost structures of firms by helping them build information capabilities that significantly increase value chain efficiency. The final part of the course will focus on the impact of IT on innovation and decision-making within firms that, ultimately impacts revenue growth.","['Home', 'Business', 'Business Strategy']",Created by:  Indian School of Business,"['Taught by:\xa0\xa0Deepa Mani, Associate Professor and Executive Director, Srini Raju Centre for IT and the Networked Economy']",Course 1 of 6 in the Business Technology Management Specialization ,,,"English, Subtitles: Vietnamese",Beginner,2018-05-30
The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,183.0,4.5,57.0,"This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Extension.
In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. 
Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.","['Home', 'Business', 'Marketing']","Created by:  University of California, Davis","['Taught by:\xa0\xa0Sonia Simone, Chief Content Officer']",,"5 weeks of study, 2-3 hours/week",,English,Intermediate,2018-05-30
The Finite Element Method for Problems in Physics,https://www.coursera.org/learn/finite-element-method,183.0,4.6,39.0,"This course is an introduction to the finite element method as applicable to a range of problems in physics and engineering sciences. The treatment is mathematical, but only for the purpose of clarifying the formulation. The emphasis is on coding up the formulations in a modern, open-source environment that can be expanded to other applications, subsequently.

The course includes about 45 hours of lectures covering the material I normally teach in an
introductory graduate class at University of Michigan. The treatment is mathematical, which is
natural for a topic whose roots lie deep in functional analysis and variational calculus. It is not
formal, however, because the main goal of these lectures is to turn the viewer into a
competent developer of finite element code. We do spend time in rudimentary functional
analysis, and variational calculus, but this is only to highlight the mathematical basis for the
methods, which in turn explains why they work so well. Much of the success of the Finite
Element Method as a computational framework lies in the rigor of its mathematical
foundation, and this needs to be appreciated, even if only in the elementary manner
presented here. A background in PDEs and, more importantly, linear algebra, is assumed,
although the viewer will find that we develop all the relevant ideas that are needed.

The development itself focuses on the classical forms of partial differential equations (PDEs):
elliptic, parabolic and hyperbolic. At each stage, however, we make numerous connections to
the physical phenomena represented by the PDEs. For clarity we begin with elliptic PDEs in
one dimension (linearized elasticity, steady state heat conduction and mass diffusion). We
then move on to three dimensional elliptic PDEs in scalar unknowns (heat conduction and
mass diffusion), before ending the treatment of elliptic PDEs with three dimensional problems
in vector unknowns (linearized elasticity). Parabolic PDEs in three dimensions come next
(unsteady heat conduction and mass diffusion), and the lectures end with hyperbolic PDEs in
three dimensions (linear elastodynamics). Interspersed among the lectures are responses to
questions that arose from a small group of graduate students and post-doctoral scholars who
followed the lectures live. At suitable points in the lectures, we interrupt the mathematical
development to lay out the code framework, which is entirely open source, and C++ based.

Books:
There are many books on finite element methods. This class does not have a required
textbook. However, we do recommend the following books for more detailed and broader
treatments than can be provided in any form of class:

The Finite Element Method: Linear Static and Dynamic Finite Element Analysis, T.J.R.
Hughes, Dover Publications, 2000.

The Finite Element Method: Its Basis and Fundamentals, O.C. Zienkiewicz, R.L. Taylor and
J.Z. Zhu, Butterworth-Heinemann, 2005.

A First Course in Finite Elements, J. Fish and T. Belytschko, Wiley, 2007.

Resources:
You can download the deal.ii library at dealii.org. The lectures include coding tutorials where
we list other resources that you can use if you are unable to install deal.ii on your own
computer. You will need cmake to run deal.ii. It is available at cmake.org.","['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Created by:  University of Michigan,"['Taught by:\xa0\xa0Krishna Garikipati, Ph.D., Professor of Mechanical Engineering, College of Engineering - Professor of Mathematics, College of Literature, Science and the Arts']",,"You should expect to watch about 3 hours of video lectures a week. Apart from the lectures, expect to put in between 3 and 5 hours a week.",It would be ideal if you have your own notebook/desktop computer to install the open-access code. ,English,Intermediate,2018-05-30
Testing with Agile,https://www.coursera.org/learn/uva-darden-agile-testing,183.0,4.5,35.0,"To deliver agile outcomes, you have to do more than implement an agile process; you have to create a culture of experimentation. It's this commitment to experimenting that's at the heart of a high-functioning practice  of agile. This course shows you how to integrate the practice of experimentation across concept/feature testing, usability testing, and testing the software itself. 

Basically, you’ll learn how to answer these four big questions with experiments: 
1. Should we build it? 
2. Did it matter?
3. Is it usable?
4. Did it break?

More specifically, after completing this course, you’ll be able to: 
  - Identify where and how to invest your team’s scarce time and energy into better testing for maximum impact on outcomes
  - Coach your team on the relationship between idea, usability, and software testing to get the buy-in you need for strong 
    interdisciplinary collaboration
  - Test ideas before you build them to avoid waste and help your team focus on what will really drive outcomes
  - Test alternative interface patterns before you build them to maximize both product usability and purposeful 
    implementation
  - Understand your delivery pipeline and how to prioritize process and infrastructure improvements so you can deliver faster 
    and more often  

As a  Project Management Institute (PMI®) Registered Education Provider, the University of Virginia Darden School of Business has been approved by PMI to issue 20 professional development units (PDUs) for this course, which focuses on core competencies recognized by PMI. (Provider #2122) 

This course is supported by the Batten Institute at UVA’s Darden School of Business. The Batten Institute’s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.","['Home', 'Computer Science', 'Design and Product']",Created by:  University of Virginia,"['Taught by:\xa0\xa0Alex Cowan, Faculty & Batten Fellow']",Course 4 of 5 in the Agile Development Specialization ,"3 weeks of study, 2-4 hours/week",,English,,2018-05-30
The Science of Gastronomy,https://www.coursera.org/learn/gastronomy,183.0,4.6,40.0,"This course introduces a number of basic scientific principles underpinning the methodology of cooking, food preparation and the enjoyment of food. All topics covered have a strong basis in biology, chemistry, and physics application. Among others, they include the consumption of cooked food, the physiological and evolutionary implication of the senses, geographic and cultural influences on food, and the rationale behind food preparation. We will also discuss issues such as coupling of senses to improve sense stimulation; altering flavor by chemical means; and modification of the coloration to improve the appearance of dishes. Following the video demonstrations of the scientific principles of cooking, you will learn to recognize the key ingredients and their combinations for preparing good healthy food. At the end of this course, you will be able to:

- appreciate the scientific basis of various recipes;
- develop your own recipes by integrating some of the scientific principles into new dishes;
- recognize the influence of the material world on human perception from the different senses;
- appreciate the art of integrating science into cooking and dining.

Important Note: This course is not designed for people with special dietary needs such as vegetarian, diabetic, and gluten-free diets. If you feel uncomfortable with any part of the assignments or activities of this course, you can substitute some of the ingredients or ask friends and family members to help with the tasting of your assignments. Alternatively, you may skip that specific assignment provided that you have fulfilled all other qualifying requirement to pass the course.

Course Overview video: https://youtu.be/H5vlaR0_X2I","['Home', 'Life Sciences', 'Biology']",Created by:  The Hong Kong University of Science and Technology,"['Taught by:\xa0\xa0King L. Chow, Professor', 'Taught by:\xa0\xa0Lam Lung Yeung, Associate Professor']",,3-4 hours/week,,English,,2018-05-30
"Grow to Greatness: Smart Growth for Private Businesses, Part II",https://www.coursera.org/learn/uva-darden-smart-growth-strategy-2,183.0,4.8,46.0,"This course focuses on the common human resource (""people"") challenges faced by existing private businesses when they attempt to grow substantially. PART 1 OF THE GROW TO GREATNESS COURSE IS NOT A PREREQUISITE FOR TAKING THIS COURSE.","['Home', 'Business', 'Business Strategy']",Created by:  University of Virginia,"['Taught by:\xa0\xa0Edward D. Hess, Professor of Business Administration']",,"6 weeks, 1-3 hours/week",,English,,2018-05-30
"Excel/VBA for Creative Problem Solving, Part 1",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,182.0,4.8,65.0,"""Excel/VBA for Creative Problem Solving, Part 1"" is aimed at learners who are seeking to augment, expand, optimize, and increase the efficiency of their Excel spreadsheet skills by tapping into the powerful programming, automation, and customization capabilities available with Visual Basic for Applications (VBA).  

This course is the first part of a three-part series and Specialization that focuses on the application of computing techniques in Excel/VBA to solve problems.  In this course (Part 1), you will: 1) create macros to automate procedures in Excel; 2) define your own user-defined functions; 3) create basic subroutines to interface with the user; 4) learn the basic programming structures in VBA; and 5) automate Excel’s Goal Seek and Solver tools and use numerical techniques to create “live solutions” to solve targeting and optimization problems.

New to computer programming?  The extremely intuitive and visual nature of VBA lends itself nicely to teaching and learning - what a fun way to learn to code!  No prior knowledge in programming nor advanced math skills are necessary yet seasoned programmers will pick up new and creative spreadsheet problem solving strategies.

After you have learned the basics of VBA, each module will introduce foundational and broad problems inspired by situations that you might encounter in the real world.  To pass each module, you'll need to pass a mastery quiz and complete a problem solving assignment.  This course is unique in that the weekly assignments are completed in-application (i.e., on your own computer in Excel), providing you with valuable hands-on training.","['Home', 'Computer Science', 'Algorithms']",Created by:  University of Colorado Boulder,"['Taught by:\xa0\xa0Charlie Nuttelman, Instructor']",Course 1 of 3 in the Excel/VBA for Creative Problem Solving Specialization ,"5 weeks of study, 2-4 hours/week",The Windows version of Microsoft Excel OR running Windows Excel on Mac with Boot Camp or Parallels.,English,Beginner,2018-05-30
Introduction to Chemistry:  Reactions and Ratios,https://www.coursera.org/learn/intro-chemistry,181.0,4.8,44.0,"This is an introductory course for students with limited background in chemistry; basic concepts involved in chemical reactions, stoichiometry, the periodic table, periodic trends, nomenclature, and chemical problem solving will be emphasized with the goal of preparing students for further study in chemistry as needed for many science, health, and policy professions..","['Home', 'Physical Science and Engineering', 'Chemistry']",Created by:  Duke University,"['Taught by:\xa0\xa0Prof. Dorian A. Canelas, Assistant Professor of the Practice']",,,,"English, Subtitles: Spanish",Beginner,2018-05-30
Build Your Professional ePortfolio in English,https://www.coursera.org/learn/eportfolio-english,179.0,4.6,39.0,"Roughly half of the world’s population is already online and so setting yourself apart from the crowd is more important than ever before.  One of the best ways to do that is by creating your own ePortfolio.  An ePortfolio is a site that showcases or shows your background, your resume, and samples of your work.  In this course, you will learn step by step how to build the site and you’ll learn the grammar, vocabulary and writing skills needed to create it.  You will learn how to apply information from your ePortfolio to other online tools like LinkedIn, Twitter, Instagram and YouTube in order to network with others so that you get a job or connect with other professionals.  For each step in that process, you will listen to lectures, take comprehension quizzes, and learn how to use English appropriately to each part of your site.  You will also complete self and peer assessments and gain the needed skills to make your ePortfolio a reality and establish yourself online.

By the end of this course, you will be able to 
•	Write a proper headline or title for your ePortfolio
•	Describe your work in 1 sentence and in longer forms
•	Identify how to use hashtags effectively
•	Write an effective summary about yourself and your work
•	Apply appropriate vocabulary to write your education and professional experience for your resume 
•	Understand how to write a tweet to get a job 
•	Discover how to write specific comments and network work with others 
•	Apply what you have on your portfolio to other tools like Instagram, Twitter, LinkedIn or YouTube.","['Home', 'Language Learning', 'Learning English']",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Karen Peterson, Lecturer']",Course 3 of 4 in the Improve Your English Communication Skills Specialization ,"4 weeks of study, 1-2 hours/week",,English,,2018-05-30
O Poder da Macroeconomia: princípios da economia no mundo real (em Português),https://www.coursera.org/learn/macroeconomia-pt,179.0,4.7,48.0,"Neste curso, você conhecerá os princípios fundamentais da macroeconomia geralmente ensinados em cursos trimestrais ou semestrais para alunos de graduação ou MBA. E, talvez mais importante ainda, você também aprenderá a aplicar esses princípios a uma grande variedade de situações, tanto de sua vida particular quanto profissional. Assim, o Poder da Macroeconomia vai ajudá-lo a ser bem-sucedido em um ambiente globalizado e cada vez mais competitivo.

This is a translated version. To join the original English version, please visit this page https://www.coursera.org/learn/principles-of-macroeconomics","['Home', 'Social Sciences', 'Economics']","Created by:  University of California, Irvine","['Taught by:\xa0\xa0Dr. Peter Navarro, Professor']",,13 hours of videos and quizzes,,"Portuguese (Brazilian), Subtitles: English, Spanish, Portuguese (European), Chinese (Simplified)",,2018-05-30
International Business II,https://www.coursera.org/learn/international-business-2,179.0,4.6,42.0,"This course, Introduction to the Global Business Environment II, focuses on managing organizations in the international economy. Building on Introduction to the Global Business Environment I, this second course focuses on organizational level and management issues in international settings. The course prepares students with practical as well as research-based knowledge and skills necessary to successfully operating an organizational across borders. This course utilizes an inquiry based approach to understanding managing in the Global Business Environment and answering the following questions: 1. What are Foreign Currencies and how are Exchange Rates Determined? 2. How should you organize your business abroad? 3. How do you adapt your product or service for the international market? 4. What is it like to work abroad and how do you manage expatriates? 5. How to start, operate and grow a small or entrepreneurial business in the global environment? 6. What is the Current State of the Global Business Environment? This inquiry-based approach creates reflective opportunities for students to better understand managing and leading organizations in the global environment in which businesses operate. Lectures are delivered in an engaging manner which encourages reflection and inquiry. Course lectures will be delivered by the instructor in both Spanish and English.","['Home', 'Business', 'Business Strategy']",Created by:  University of New Mexico,"['Taught by:\xa0\xa0Doug E Thomas, Ph.D., Professor']",,,,English,,2018-05-30
Mechanics of Materials III: Beam Bending,https://www.coursera.org/learn/beam-bending,178.0,4.9,27.0,"This course explores the analysis and design of beam bending problems.
Prerequisite Knowledge: You will need to have successfully completed my earlier course “Mechanics of Materials I:  Fundamentals of Stress and Strain and Axial Loading” in order to be successful in this course

-------------------------------------------------
The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation or Dr. Wayne Whiteman. By participating in the course or using the content or materials, whether in whole or in part, you agree that you may download and use any content and/or material in this course for your own personal, non-commercial use only in a manner consistent with a student of any academic course. Any other use of the content and materials, including use by other academic universities or entities, is prohibited without express written permission of the Georgia Tech Research Corporation. Interested parties may contact Dr. Wayne Whiteman directly for information regarding the procedure to obtain a non-exclusive license.","['Home', 'Physical Science and Engineering', 'Mechanical Engineering']",Created by:  Georgia Institute of Technology,"['Taught by:\xa0\xa0Dr. Wayne Whiteman, PE, Senior Academic Professional']",,5 weeks of material; 5 to 7 hours per week work for students,,English,Intermediate,2018-05-30
